second,V_supply,V_in,I_other,I_in
+147.413045E+00,+0.0E+00,+970.711E-03,+0.0E+00,-0.0E+00
+147.420795E+00,+0.0E+00,+903.766E-03,+0.0E+00,-33.473E-03
+147.428545E+00,+0.0E+00,+870.293E-03,-0.0E+00,+0.0E+00
+147.436295E+00,+0.0E+00,+970.711E-03,-669E-06,-0.0E+00
+147.444045E+00,-0.0E+00,+903.766E-03,-1.339E-03,-33.473E-03
+147.451795E+00,-66.946E-03,+937.238E-03,+1.339E-03,-33.473E-03
+147.459545E+00,+0.0E+00,+937.238E-03,-669E-06,+0.0E+00
+147.467295E+00,+0.0E+00,+937.238E-03,+1.339E-03,+0.0E+00
+147.475045E+00,-0.0E+00,+870.293E-03,-1.339E-03,-0.0E+00
+147.482795E+00,-66.946E-03,+903.766E-03,+0.0E+00,-33.473E-03
+147.490545E+00,-66.946E-03,+870.293E-03,-0.0E+00,+0.0E+00
+147.498295E+00,+0.0E+00,+903.766E-03,-2.008E-03,-0.0E+00
+147.506045E+00,-0.0E+00,+870.293E-03,-1.339E-03,-33.473E-03
+147.513795E+00,-66.946E-03,+903.766E-03,-1.339E-03,+0.0E+00
+147.521545E+00,-0.0E+00,+870.293E-03,-669E-06,+0.0E+00
+147.529295E+00,-66.946E-03,+903.766E-03,-2.008E-03,+0.0E+00
+147.537045E+00,+0.0E+00,+903.766E-03,+669E-06,+0.0E+00
+147.544795E+00,+0.0E+00,+870.293E-03,+2.008E-03,+0.0E+00
+147.552545E+00,+0.0E+00,+903.766E-03,-2.008E-03,+0.0E+00
+147.560295E+00,+66.946E-03,+970.711E-03,-2.008E-03,-0.0E+00
+147.568045E+00,-66.946E-03,+870.293E-03,+2.008E-03,-33.473E-03
+147.575795E+00,+0.0E+00,+903.766E-03,-0.0E+00,-0.0E+00
+147.583545E+00,+0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+147.591295E+00,+0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+147.599045E+00,-0.0E+00,+870.293E-03,-3.347E-03,-0.0E+00
+147.606795E+00,-66.946E-03,+870.293E-03,+669E-06,-33.473E-03
+147.614545E+00,+0.0E+00,+937.238E-03,-669E-06,-0.0E+00
+147.622295E+00,+0.0E+00,+870.293E-03,+1.339E-03,-33.473E-03
+147.630045E+00,-0.0E+00,+903.766E-03,+0.0E+00,-33.473E-03
+147.637795E+00,-66.946E-03,+903.766E-03,+0.0E+00,-33.473E-03
+147.645545E+00,-66.946E-03,+903.766E-03,+2.008E-03,-33.473E-03
+147.653295E+00,+0.0E+00,+903.766E-03,+669E-06,+33.473E-03
+147.661045E+00,+0.0E+00,+937.238E-03,+0.0E+00,-0.0E+00
+147.668795E+00,+0.0E+00,+903.766E-03,+2.008E-03,-33.473E-03
+147.676545E+00,+0.0E+00,+903.766E-03,+669E-06,+0.0E+00
+147.684295E+00,+0.0E+00,+903.766E-03,-3.347E-03,+0.0E+00
+147.692045E+00,+0.0E+00,+903.766E-03,+1.339E-03,-0.0E+00
+147.699795E+00,+0.0E+00,+903.766E-03,-2.008E-03,-33.473E-03
+147.707545E+00,-0.0E+00,+903.766E-03,-1.339E-03,+0.0E+00
+147.715295E+00,-66.946E-03,+903.766E-03,-1.339E-03,+0.0E+00
+147.723045E+00,-66.946E-03,+970.711E-03,-0.0E+00,+0.0E+00
+147.730795E+00,-0.0E+00,+937.238E-03,-1.339E-03,-0.0E+00
+147.738545E+00,-66.946E-03,+970.711E-03,-669E-06,-33.473E-03
+147.746295E+00,+66.946E-03,+903.766E-03,-0.0E+00,-33.473E-03
+147.754046E+00,-66.946E-03,+903.766E-03,-1.339E-03,+33.473E-03
+147.761796E+00,+0.0E+00,+870.293E-03,+669E-06,+0.0E+00
+147.769546E+00,+0.0E+00,+903.766E-03,-1.339E-03,-0.0E+00
+147.777296E+00,+0.0E+00,+903.766E-03,+669E-06,-33.473E-03
+147.785046E+00,+0.0E+00,+903.766E-03,-0.0E+00,-33.473E-03
+147.792796E+00,+0.0E+00,+903.766E-03,-2.008E-03,+0.0E+00
+147.800546E+00,+0.0E+00,+903.766E-03,+669E-06,+0.0E+00
+147.808296E+00,+0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+147.816046E+00,+0.0E+00,+903.766E-03,-2.008E-03,+33.473E-03
+147.823796E+00,+0.0E+00,+903.766E-03,+0.0E+00,+0.0E+00
+147.831546E+00,+0.0E+00,+903.766E-03,+0.0E+00,-0.0E+00
+147.839296E+00,+0.0E+00,+903.766E-03,+1.339E-03,-33.473E-03
+147.847046E+00,+0.0E+00,+903.766E-03,-669E-06,+33.473E-03
+147.854796E+00,-0.0E+00,+970.711E-03,-2.008E-03,+0.0E+00
+147.862546E+00,-66.946E-03,+870.293E-03,+2.678E-03,+0.0E+00
+147.870296E+00,-0.0E+00,+903.766E-03,-1.339E-03,+0.0E+00
+147.878046E+00,-66.946E-03,+870.293E-03,-1.339E-03,+0.0E+00
+147.885796E+00,-66.946E-03,+903.766E-03,+0.0E+00,+0.0E+00
+147.893546E+00,-66.946E-03,+903.766E-03,+0.0E+00,+0.0E+00
+147.901296E+00,+0.0E+00,+870.293E-03,+1.339E-03,-0.0E+00
+147.909046E+00,+0.0E+00,+903.766E-03,-2.008E-03,-33.473E-03
+147.916796E+00,-0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+147.924546E+00,-66.946E-03,+903.766E-03,-0.0E+00,+0.0E+00
+147.932296E+00,-66.946E-03,+870.293E-03,-669E-06,+33.473E-03
+147.940046E+00,+0.0E+00,+937.238E-03,-1.339E-03,+0.0E+00
+147.947796E+00,+0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+147.955546E+00,+0.0E+00,+903.766E-03,-2.008E-03,-0.0E+00
+147.963296E+00,+0.0E+00,+903.766E-03,-1.339E-03,-33.473E-03
+147.971046E+00,-0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+147.978796E+00,-66.946E-03,+903.766E-03,-2.008E-03,+0.0E+00
+147.986546E+00,+0.0E+00,+870.293E-03,-669E-06,-0.0E+00
+147.994296E+00,-0.0E+00,+937.238E-03,-669E-06,-66.946E-03
+148.002046E+00,-66.946E-03,+903.766E-03,-2.678E-03,+0.0E+00
+148.009796E+00,-66.946E-03,+903.766E-03,-2.008E-03,+33.473E-03
+148.017546E+00,-0.0E+00,+937.238E-03,-669E-06,-0.0E+00
+148.025296E+00,-66.946E-03,+870.293E-03,-2.678E-03,-33.473E-03
+148.033046E+00,+0.0E+00,+903.766E-03,+2.008E-03,-0.0E+00
+148.040796E+00,-0.0E+00,+903.766E-03,-0.0E+00,-66.946E-03
+148.048546E+00,-66.946E-03,+937.238E-03,-669E-06,+33.473E-03
+148.056296E+00,+0.0E+00,+870.293E-03,-1.339E-03,+0.0E+00
+148.064046E+00,-0.0E+00,+903.766E-03,+0.0E+00,-0.0E+00
+148.071796E+00,-66.946E-03,+870.293E-03,+0.0E+00,-33.473E-03
+148.079546E+00,+0.0E+00,+903.766E-03,+0.0E+00,-33.473E-03
+148.087296E+00,+0.0E+00,+903.766E-03,-0.0E+00,+33.473E-03
+148.095046E+00,+0.0E+00,+903.766E-03,-669E-06,-0.0E+00
+148.102796E+00,+0.0E+00,+970.711E-03,-669E-06,-66.946E-03
+148.110546E+00,+66.946E-03,+970.711E-03,-2.678E-03,-33.473E-03
+148.118296E+00,-0.0E+00,+937.238E-03,+1.339E-03,+0.0E+00
+148.126046E+00,-66.946E-03,+903.766E-03,-669E-06,+0.0E+00
+148.133796E+00,-66.946E-03,+903.766E-03,-0.0E+00,-0.0E+00
+148.141546E+00,+0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+148.149296E+00,+0.0E+00,+870.293E-03,-1.339E-03,-33.473E-03
+148.157046E+00,+0.0E+00,+903.766E-03,+669E-06,-33.473E-03
+148.164796E+00,-0.0E+00,+870.293E-03,-2.008E-03,-33.473E-03
+148.172546E+00,-66.946E-03,+903.766E-03,+1.339E-03,-33.473E-03
+148.180296E+00,-0.0E+00,+870.293E-03,-2.008E-03,-33.473E-03
+148.188046E+00,-66.946E-03,+903.766E-03,-2.008E-03,-0.0E+00
+148.195796E+00,+0.0E+00,+937.238E-03,-1.339E-03,-33.473E-03
+148.203546E+00,+0.0E+00,+937.238E-03,-2.678E-03,-0.0E+00
+148.211296E+00,+0.0E+00,+903.766E-03,-1.339E-03,-33.473E-03
+148.219046E+00,-0.0E+00,+903.766E-03,-2.678E-03,-33.473E-03
+148.226796E+00,-66.946E-03,+903.766E-03,+0.0E+00,-33.473E-03
+148.234546E+00,-66.946E-03,+903.766E-03,+669E-06,-33.473E-03
+148.242296E+00,-0.0E+00,+903.766E-03,-0.0E+00,+33.473E-03
+148.250047E+00,-66.946E-03,+937.238E-03,-2.008E-03,+0.0E+00
+148.257797E+00,-66.946E-03,+870.293E-03,-3.347E-03,+66.946E-03
+148.265547E+00,+0.0E+00,+870.293E-03,+2.008E-03,-33.473E-03
+148.273297E+00,+0.0E+00,+903.766E-03,-1.339E-03,-33.473E-03
+148.281047E+00,+0.0E+00,+870.293E-03,-2.008E-03,-33.473E-03
+148.288797E+00,+0.0E+00,+937.238E-03,+1.339E-03,+0.0E+00
+148.296547E+00,+0.0E+00,+937.238E-03,-1.339E-03,+0.0E+00
+148.304297E+00,+0.0E+00,+870.293E-03,+669E-06,+0.0E+00
+148.312047E+00,+0.0E+00,+903.766E-03,+669E-06,+0.0E+00
+148.319797E+00,+0.0E+00,+937.238E-03,-669E-06,+0.0E+00
+148.327547E+00,+0.0E+00,+970.711E-03,-0.0E+00,-0.0E+00
+148.335297E+00,+0.0E+00,+870.293E-03,-2.008E-03,-33.473E-03
+148.343047E+00,+0.0E+00,+937.238E-03,+669E-06,-0.0E+00
+148.350797E+00,-0.0E+00,+937.238E-03,-669E-06,-33.473E-03
+148.358547E+00,-66.946E-03,+903.766E-03,-1.339E-03,-0.0E+00
+148.366297E+00,+0.0E+00,+903.766E-03,+669E-06,-33.473E-03
+148.374047E+00,+0.0E+00,+870.293E-03,-2.678E-03,-33.473E-03
+148.381797E+00,+0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+148.389547E+00,+0.0E+00,+870.293E-03,+669E-06,+0.0E+00
+148.397297E+00,+0.0E+00,+903.766E-03,+0.0E+00,+0.0E+00
+148.405047E+00,+0.0E+00,+937.238E-03,+0.0E+00,-0.0E+00
+148.412797E+00,+0.0E+00,+937.238E-03,+2.678E-03,-33.473E-03
+148.420547E+00,+0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+148.428297E+00,+0.0E+00,+903.766E-03,-1.339E-03,+0.0E+00
+148.436047E+00,+0.0E+00,+870.293E-03,-0.0E+00,-0.0E+00
+148.443797E+00,-0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+148.451547E+00,-66.946E-03,+903.766E-03,+669E-06,+0.0E+00
+148.459297E+00,+0.0E+00,+903.766E-03,-0.0E+00,-0.0E+00
+148.467047E+00,+0.0E+00,+903.766E-03,-1.339E-03,-33.473E-03
+148.474797E+00,+0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+148.482547E+00,+0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+148.490297E+00,+0.0E+00,+870.293E-03,+669E-06,-0.0E+00
+148.498047E+00,-0.0E+00,+903.766E-03,-0.0E+00,-33.473E-03
+148.505797E+00,-66.946E-03,+870.293E-03,-1.339E-03,+0.0E+00
+148.513547E+00,+0.0E+00,+903.766E-03,-1.339E-03,+0.0E+00
+148.521297E+00,+0.0E+00,+903.766E-03,-669E-06,+33.473E-03
+148.529047E+00,+0.0E+00,+903.766E-03,+669E-06,-0.0E+00
+148.536797E+00,+0.0E+00,+903.766E-03,+669E-06,-33.473E-03
+148.544547E+00,+0.0E+00,+903.766E-03,-669E-06,-0.0E+00
+148.552297E+00,+0.0E+00,+903.766E-03,+669E-06,-33.473E-03
+148.560047E+00,-0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+148.567797E+00,-66.946E-03,+870.293E-03,-3.347E-03,+0.0E+00
+148.575547E+00,-66.946E-03,+903.766E-03,-669E-06,+0.0E+00
+148.583297E+00,+0.0E+00,+903.766E-03,-1.339E-03,-0.0E+00
+148.591047E+00,-0.0E+00,+903.766E-03,+1.339E-03,-33.473E-03
+148.598797E+00,-66.946E-03,+903.766E-03,-669E-06,-33.473E-03
+148.606547E+00,-0.0E+00,+970.711E-03,+0.0E+00,-33.473E-03
+148.614297E+00,-66.946E-03,+903.766E-03,-0.0E+00,+33.473E-03
+148.622047E+00,+0.0E+00,+903.766E-03,-669E-06,-0.0E+00
+148.629797E+00,-0.0E+00,+870.293E-03,-0.0E+00,-33.473E-03
+148.637547E+00,-66.946E-03,+903.766E-03,-669E-06,-33.473E-03
+148.645297E+00,+0.0E+00,+903.766E-03,-0.0E+00,-0.0E+00
+148.653047E+00,+0.0E+00,+870.293E-03,-669E-06,-33.473E-03
+148.660797E+00,-0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+148.668547E+00,-66.946E-03,+903.766E-03,-2.008E-03,-0.0E+00
+148.676297E+00,+0.0E+00,+870.293E-03,-669E-06,-33.473E-03
+148.684047E+00,+0.0E+00,+870.293E-03,-669E-06,-33.473E-03
+148.691797E+00,+0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+148.699547E+00,-0.0E+00,+937.238E-03,+669E-06,+33.473E-03
+148.707297E+00,-66.946E-03,+903.766E-03,+669E-06,+0.0E+00
+148.715047E+00,-66.946E-03,+903.766E-03,-0.0E+00,+0.0E+00
+148.722797E+00,-0.0E+00,+970.711E-03,-1.339E-03,+0.0E+00
+148.730547E+00,-66.946E-03,+903.766E-03,+1.339E-03,+0.0E+00
+148.738297E+00,-66.946E-03,+903.766E-03,-669E-06,-0.0E+00
+148.746047E+00,+0.0E+00,+870.293E-03,+669E-06,-33.473E-03
+148.753798E+00,-0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+148.761548E+00,-66.946E-03,+937.238E-03,-2.678E-03,-0.0E+00
+148.769298E+00,-0.0E+00,+903.766E-03,+0.0E+00,-33.473E-03
+148.777048E+00,-66.946E-03,+903.766E-03,+669E-06,+0.0E+00
+148.784798E+00,+0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+148.792548E+00,+0.0E+00,+903.766E-03,-3.347E-03,-0.0E+00
+148.800298E+00,+0.0E+00,+903.766E-03,+669E-06,-33.473E-03
+148.808048E+00,+0.0E+00,+903.766E-03,-2.008E-03,+0.0E+00
+148.815798E+00,+0.0E+00,+903.766E-03,+669E-06,+0.0E+00
+148.823548E+00,-0.0E+00,+903.766E-03,-669E-06,-0.0E+00
+148.831298E+00,-66.946E-03,+903.766E-03,-2.678E-03,-33.473E-03
+148.839048E+00,-0.0E+00,+970.711E-03,+669E-06,-33.473E-03
+148.846798E+00,-66.946E-03,+903.766E-03,+669E-06,-33.473E-03
+148.854548E+00,+0.0E+00,+903.766E-03,-1.339E-03,+0.0E+00
+148.862298E+00,+0.0E+00,+937.238E-03,-2.008E-03,+0.0E+00
+148.870048E+00,+0.0E+00,+937.238E-03,+2.008E-03,+33.473E-03
+148.877798E+00,+0.0E+00,+903.766E-03,-2.008E-03,-33.473E-03
+148.885548E+00,-0.0E+00,+903.766E-03,-0.0E+00,-0.0E+00
+148.893298E+00,-66.946E-03,+903.766E-03,-669E-06,-33.473E-03
+148.901048E+00,+66.946E-03,+903.766E-03,-1.339E-03,-33.473E-03
+148.908798E+00,+0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+148.916548E+00,+0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+148.924298E+00,+0.0E+00,+870.293E-03,-2.008E-03,-0.0E+00
+148.932048E+00,+0.0E+00,+870.293E-03,+1.339E-03,-33.473E-03
+148.939798E+00,+0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+148.947548E+00,+0.0E+00,+903.766E-03,-1.339E-03,+0.0E+00
+148.955298E+00,+0.0E+00,+870.293E-03,-0.0E+00,+0.0E+00
+148.963048E+00,+0.0E+00,+903.766E-03,-1.339E-03,+0.0E+00
+148.970798E+00,-0.0E+00,+903.766E-03,+1.339E-03,+0.0E+00
+148.978548E+00,-66.946E-03,+903.766E-03,-669E-06,+0.0E+00
+148.986298E+00,+0.0E+00,+903.766E-03,+1.339E-03,+0.0E+00
+148.994048E+00,+0.0E+00,+903.766E-03,-669E-06,-0.0E+00
+149.001798E+00,+0.0E+00,+903.766E-03,+3.347E-03,-33.473E-03
+149.009548E+00,+0.0E+00,+903.766E-03,-0.0E+00,+33.473E-03
+149.017298E+00,+66.946E-03,+937.238E-03,-1.339E-03,+0.0E+00
+149.025048E+00,+66.946E-03,+903.766E-03,-1.339E-03,-0.0E+00
+149.032798E+00,+0.0E+00,+903.766E-03,+2.008E-03,-33.473E-03
+149.040548E+00,+0.0E+00,+903.766E-03,-2.008E-03,-33.473E-03
+149.048298E+00,-0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+149.056048E+00,-66.946E-03,+903.766E-03,-1.339E-03,+0.0E+00
+149.063798E+00,+0.0E+00,+870.293E-03,-0.0E+00,-0.0E+00
+149.071548E+00,+66.946E-03,+903.766E-03,-1.339E-03,-33.473E-03
+149.079298E+00,-0.0E+00,+870.293E-03,+669E-06,-33.473E-03
+149.087048E+00,-66.946E-03,+903.766E-03,+669E-06,+0.0E+00
+149.094798E+00,+0.0E+00,+903.766E-03,-669E-06,+33.473E-03
+149.102548E+00,-0.0E+00,+903.766E-03,-0.0E+00,-33.473E-03
+149.110298E+00,-66.946E-03,+937.238E-03,-2.008E-03,+33.473E-03
+149.118048E+00,+0.0E+00,+903.766E-03,+2.008E-03,-33.473E-03
+149.125798E+00,+0.0E+00,+903.766E-03,+669E-06,+0.0E+00
+149.133548E+00,-0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+149.141298E+00,-66.946E-03,+903.766E-03,+669E-06,-0.0E+00
+149.149048E+00,+0.0E+00,+870.293E-03,-1.339E-03,-33.473E-03
+149.156798E+00,+0.0E+00,+903.766E-03,-2.008E-03,-33.473E-03
+149.164548E+00,+0.0E+00,+903.766E-03,-0.0E+00,-33.473E-03
+149.172298E+00,+0.0E+00,+870.293E-03,-669E-06,-33.473E-03
+149.180048E+00,+0.0E+00,+870.293E-03,+669E-06,-33.473E-03
+149.187798E+00,+0.0E+00,+903.766E-03,-2.008E-03,+0.0E+00
+149.195548E+00,+0.0E+00,+903.766E-03,+1.339E-03,-0.0E+00
+149.203298E+00,+0.0E+00,+970.711E-03,+1.339E-03,-33.473E-03
+149.211048E+00,-0.0E+00,+870.293E-03,+1.339E-03,-33.473E-03
+149.218798E+00,-66.946E-03,+903.766E-03,+669E-06,-33.473E-03
+149.226548E+00,+0.0E+00,+937.238E-03,-1.339E-03,-33.473E-03
+149.234298E+00,+0.0E+00,+937.238E-03,-2.678E-03,-33.473E-03
+149.242048E+00,+0.0E+00,+903.766E-03,-1.339E-03,+0.0E+00
+149.249798E+00,+0.0E+00,+903.766E-03,+2.008E-03,+0.0E+00
+149.257549E+00,+0.0E+00,+903.766E-03,+0.0E+00,+0.0E+00
+149.265299E+00,-0.0E+00,+903.766E-03,+0.0E+00,-0.0E+00
+149.273049E+00,-66.946E-03,+903.766E-03,+0.0E+00,-33.473E-03
+149.280799E+00,+0.0E+00,+903.766E-03,+1.339E-03,+0.0E+00
+149.288549E+00,+0.0E+00,+970.711E-03,+2.008E-03,-0.0E+00
+149.296299E+00,-0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+149.304049E+00,-66.946E-03,+903.766E-03,-0.0E+00,-33.473E-03
+149.311799E+00,+0.0E+00,+903.766E-03,-1.339E-03,-33.473E-03
+149.319549E+00,+0.0E+00,+870.293E-03,-669E-06,-33.473E-03
+149.327299E+00,+0.0E+00,+903.766E-03,-0.0E+00,-33.473E-03
+149.335049E+00,+0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+149.342799E+00,-0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+149.350549E+00,-66.946E-03,+903.766E-03,-1.339E-03,+0.0E+00
+149.358299E+00,-66.946E-03,+937.238E-03,+0.0E+00,+0.0E+00
+149.366049E+00,+0.0E+00,+937.238E-03,+0.0E+00,+0.0E+00
+149.373799E+00,+0.0E+00,+870.293E-03,+0.0E+00,+0.0E+00
+149.381549E+00,-0.0E+00,+903.766E-03,+2.008E-03,+0.0E+00
+149.389299E+00,-66.946E-03,+903.766E-03,-2.008E-03,-0.0E+00
+149.397049E+00,-66.946E-03,+903.766E-03,+0.0E+00,-33.473E-03
+149.404799E+00,+0.0E+00,+937.238E-03,-0.0E+00,+0.0E+00
+149.412549E+00,+0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+149.420299E+00,+0.0E+00,+903.766E-03,+2.008E-03,+0.0E+00
+149.428049E+00,+66.946E-03,+903.766E-03,-1.339E-03,+0.0E+00
+149.435799E+00,-0.0E+00,+870.293E-03,+669E-06,+0.0E+00
+149.443549E+00,-66.946E-03,+937.238E-03,-669E-06,-0.0E+00
+149.451299E+00,+0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+149.459049E+00,+0.0E+00,+903.766E-03,+0.0E+00,+33.473E-03
+149.466799E+00,+0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+149.474549E+00,+0.0E+00,+903.766E-03,-669E-06,-0.0E+00
+149.482299E+00,+0.0E+00,+870.293E-03,-2.008E-03,-33.473E-03
+149.490049E+00,-0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+149.497799E+00,-66.946E-03,+903.766E-03,-669E-06,-0.0E+00
+149.505549E+00,-0.0E+00,+970.711E-03,-0.0E+00,-33.473E-03
+149.513299E+00,-66.946E-03,+903.766E-03,-669E-06,-33.473E-03
+149.521049E+00,-66.946E-03,+903.766E-03,+669E-06,-33.473E-03
+149.528799E+00,+0.0E+00,+903.766E-03,+1.339E-03,-33.473E-03
+149.536549E+00,+0.0E+00,+903.766E-03,-1.339E-03,-0.0E+00
+149.544299E+00,+0.0E+00,+870.293E-03,+0.0E+00,-33.473E-03
+149.552049E+00,-0.0E+00,+903.766E-03,+0.0E+00,+0.0E+00
+149.559799E+00,-66.946E-03,+870.293E-03,+1.339E-03,-0.0E+00
+149.567549E+00,+0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+149.575299E+00,-0.0E+00,+903.766E-03,+1.339E-03,-33.473E-03
+149.583049E+00,-66.946E-03,+903.766E-03,+669E-06,-0.0E+00
+149.590799E+00,+0.0E+00,+903.766E-03,+669E-06,-33.473E-03
+149.598549E+00,+0.0E+00,+937.238E-03,-669E-06,-33.473E-03
+149.606299E+00,-0.0E+00,+870.293E-03,-3.347E-03,+0.0E+00
+149.614049E+00,-66.946E-03,+903.766E-03,-0.0E+00,+0.0E+00
+149.621799E+00,+66.946E-03,+937.238E-03,-669E-06,+0.0E+00
+149.629549E+00,-0.0E+00,+870.293E-03,-0.0E+00,+0.0E+00
+149.637299E+00,-66.946E-03,+903.766E-03,-1.339E-03,+33.473E-03
+149.645049E+00,+0.0E+00,+870.293E-03,+1.339E-03,+0.0E+00
+149.652799E+00,+0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+149.660549E+00,+0.0E+00,+937.238E-03,+669E-06,+0.0E+00
+149.668299E+00,-0.0E+00,+870.293E-03,+669E-06,+0.0E+00
+149.676049E+00,-66.946E-03,+937.238E-03,+669E-06,-0.0E+00
+149.683799E+00,+0.0E+00,+903.766E-03,+0.0E+00,-33.473E-03
+149.691549E+00,+0.0E+00,+937.238E-03,+2.008E-03,-33.473E-03
+149.699299E+00,+0.0E+00,+937.238E-03,+669E-06,+0.0E+00
+149.707049E+00,-0.0E+00,+903.766E-03,-669E-06,+33.473E-03
+149.714799E+00,-66.946E-03,+903.766E-03,-0.0E+00,+33.473E-03
+149.722549E+00,+0.0E+00,+903.766E-03,-1.339E-03,+0.0E+00
+149.730299E+00,+0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+149.738049E+00,-0.0E+00,+937.238E-03,+669E-06,+0.0E+00
+149.745799E+00,-66.946E-03,+903.766E-03,-1.339E-03,+0.0E+00
+149.753550E+00,+0.0E+00,+903.766E-03,-669E-06,+0.0E+00
+149.761300E+00,+0.0E+00,+903.766E-03,-3.347E-03,+33.473E-03
+149.769050E+00,+0.0E+00,+870.293E-03,-3.347E-03,-0.0E+00
+149.776800E+00,-0.0E+00,+903.766E-03,-2.008E-03,-33.473E-03
+149.784550E+00,-66.946E-03,+903.766E-03,+669E-06,+0.0E+00
+149.792300E+00,-0.0E+00,+903.766E-03,+0.0E+00,+0.0E+00
+149.800050E+00,-66.946E-03,+903.766E-03,+1.339E-03,+0.0E+00
+149.807800E+00,+66.946E-03,+937.238E-03,+0.0E+00,+0.0E+00
+149.815550E+00,-66.946E-03,+903.766E-03,+1.339E-03,-0.0E+00
+149.823300E+00,+66.946E-03,+903.766E-03,+669E-06,-33.473E-03
+149.831050E+00,+0.0E+00,+903.766E-03,-3.347E-03,-0.0E+00
+149.838800E+00,+0.0E+00,+937.238E-03,+2.678E-03,-33.473E-03
+149.846550E+00,-0.0E+00,+870.293E-03,+669E-06,-0.0E+00
+149.854300E+00,-66.946E-03,+903.766E-03,-0.0E+00,-33.473E-03
+149.862050E+00,+0.0E+00,+937.238E-03,-669E-06,-33.473E-03
+149.869800E+00,+0.0E+00,+870.293E-03,-0.0E+00,-66.946E-03
+149.877550E+00,+0.0E+00,+903.766E-03,-669E-06,-33.473E-03
+149.885300E+00,+0.0E+00,+903.766E-03,-669E-06,-0.0E+00
+149.893050E+00,+0.0E+00,+903.766E-03,-1.339E-03,-33.473E-03
+149.900800E+00,+0.0E+00,+903.766E-03,-2.678E-03,-0.0E+00
+149.908550E+00,-0.0E+00,+870.293E-03,-1.339E-03,-66.946E-03
+149.916300E+00,-66.946E-03,+903.766E-03,-1.339E-03,-33.473E-03
+149.924050E+00,+0.0E+00,+903.766E-03,-2.678E-03,-0.0E+00
+149.931800E+00,+0.0E+00,+937.238E-03,-669E-06,-33.473E-03
+149.939550E+00,-0.0E+00,+903.766E-03,-669E-06,-0.0E+00
+149.947300E+00,-66.946E-03,+903.766E-03,+1.339E-03,-33.473E-03
+149.955050E+00,+0.0E+00,+870.293E-03,-2.008E-03,+0.0E+00
+149.962800E+00,+0.0E+00,+937.238E-03,-1.339E-03,+0.0E+00
+149.970550E+00,+0.0E+00,+870.293E-03,-669E-06,-0.0E+00
+149.978300E+00,-0.0E+00,+937.238E-03,+669E-06,-66.946E-03
+149.986050E+00,-66.946E-03,+870.293E-03,-669E-06,-0.0E+00
+149.993800E+00,+0.0E+00,+903.766E-03,-0.0E+00,-33.473E-03
+150.001550E+00,-0.0E+00,+903.766E-03,-1.339E-03,-33.473E-03
+150.009300E+00,-66.946E-03,+870.293E-03,-669E-06,+0.0E+00
+150.017050E+00,+0.0E+00,+903.766E-03,-2.008E-03,+0.0E+00
+150.024800E+00,-0.0E+00,+903.766E-03,-1.339E-03,+33.473E-03
+150.032550E+00,-66.946E-03,+903.766E-03,+0.0E+00,-0.0E+00
+150.040300E+00,-66.946E-03,+870.293E-03,+1.339E-03,-33.473E-03
+150.048050E+00,+0.0E+00,+870.293E-03,+0.0E+00,+0.0E+00
+150.055800E+00,+0.0E+00,+903.766E-03,+2.008E-03,-0.0E+00
+150.063550E+00,+0.0E+00,+903.766E-03,+2.678E-03,-33.473E-03
+150.071300E+00,+0.0E+00,+870.293E-03,+1.339E-03,-33.473E-03
+150.079050E+00,+0.0E+00,+903.766E-03,-0.0E+00,+0.0E+00
+150.086800E+00,-0.0E+00,+903.766E-03,-2.678E-03,+0.0E+00
