second,V_supply,V_in,I_other,I_in
+462.272925E+00,-0.0E+00,+635.983E-03,+2.008E-03,-33.473E-03
+462.280675E+00,-66.946E-03,+669.456E-03,+1.339E-03,+33.473E-03
+462.288425E+00,+0.0E+00,+635.983E-03,-2.678E-03,-33.473E-03
+462.296175E+00,+0.0E+00,+736.402E-03,-0.0E+00,-33.473E-03
+462.303925E+00,+0.0E+00,+736.402E-03,-1.339E-03,+0.0E+00
+462.311675E+00,+0.0E+00,+669.456E-03,+1.339E-03,+33.473E-03
+462.319425E+00,+0.0E+00,+736.402E-03,+669E-06,-0.0E+00
+462.327175E+00,+0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+462.334925E+00,-0.0E+00,+669.456E-03,+0.0E+00,-33.473E-03
+462.342675E+00,-66.946E-03,+702.929E-03,-0.0E+00,-0.0E+00
+462.350425E+00,+0.0E+00,+669.456E-03,-3.347E-03,-33.473E-03
+462.358175E+00,-0.0E+00,+669.456E-03,-2.008E-03,+0.0E+00
+462.365925E+00,-66.946E-03,+669.456E-03,+2.008E-03,-0.0E+00
+462.373675E+00,+0.0E+00,+702.929E-03,-2.008E-03,-33.473E-03
+462.381425E+00,-0.0E+00,+669.456E-03,+2.008E-03,+0.0E+00
+462.389175E+00,-66.946E-03,+769.874E-03,-2.008E-03,+0.0E+00
+462.396925E+00,-0.0E+00,+669.456E-03,+1.339E-03,-0.0E+00
+462.404675E+00,-66.946E-03,+702.929E-03,-669E-06,-33.473E-03
+462.412425E+00,+0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+462.420175E+00,+0.0E+00,+669.456E-03,-1.339E-03,+0.0E+00
+462.427925E+00,+0.0E+00,+669.456E-03,+0.0E+00,+0.0E+00
+462.435675E+00,+0.0E+00,+702.929E-03,+669E-06,+0.0E+00
+462.443425E+00,+0.0E+00,+702.929E-03,+669E-06,-0.0E+00
+462.451175E+00,+0.0E+00,+736.402E-03,-669E-06,-33.473E-03
+462.458925E+00,+0.0E+00,+669.456E-03,-2.678E-03,-33.473E-03
+462.466675E+00,+0.0E+00,+669.456E-03,-669E-06,-0.0E+00
+462.474425E+00,+0.0E+00,+702.929E-03,-2.008E-03,-33.473E-03
+462.482175E+00,-0.0E+00,+669.456E-03,+669E-06,+0.0E+00
+462.489925E+00,-66.946E-03,+669.456E-03,+1.339E-03,+0.0E+00
+462.497675E+00,+0.0E+00,+736.402E-03,-669E-06,-0.0E+00
+462.505425E+00,+0.0E+00,+669.456E-03,+2.678E-03,-33.473E-03
+462.513175E+00,-0.0E+00,+702.929E-03,-669E-06,-0.0E+00
+462.520925E+00,-66.946E-03,+669.456E-03,-0.0E+00,-33.473E-03
+462.528675E+00,+0.0E+00,+736.402E-03,-3.347E-03,+0.0E+00
+462.536425E+00,+0.0E+00,+669.456E-03,+669E-06,-0.0E+00
+462.544175E+00,+0.0E+00,+669.456E-03,-1.339E-03,-33.473E-03
+462.551925E+00,-0.0E+00,+702.929E-03,+2.008E-03,+0.0E+00
+462.559675E+00,-66.946E-03,+669.456E-03,+2.008E-03,+0.0E+00
+462.567425E+00,-66.946E-03,+669.456E-03,-0.0E+00,-0.0E+00
+462.575175E+00,+0.0E+00,+669.456E-03,-2.008E-03,-33.473E-03
+462.582925E+00,-0.0E+00,+669.456E-03,-2.008E-03,+33.473E-03
+462.590675E+00,-66.946E-03,+669.456E-03,-1.339E-03,+0.0E+00
+462.598425E+00,+0.0E+00,+669.456E-03,-2.678E-03,-0.0E+00
+462.606175E+00,-0.0E+00,+635.983E-03,-0.0E+00,-33.473E-03
+462.613925E+00,-66.946E-03,+669.456E-03,-669E-06,-0.0E+00
+462.621675E+00,-0.0E+00,+702.929E-03,+669E-06,-33.473E-03
+462.629425E+00,-66.946E-03,+702.929E-03,+1.339E-03,-33.473E-03
+462.637175E+00,+0.0E+00,+669.456E-03,+669E-06,+0.0E+00
+462.644925E+00,+0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+462.652675E+00,+0.0E+00,+702.929E-03,+669E-06,+0.0E+00
+462.660425E+00,+0.0E+00,+669.456E-03,+669E-06,+0.0E+00
+462.668175E+00,+0.0E+00,+736.402E-03,-1.339E-03,+0.0E+00
+462.675925E+00,+0.0E+00,+669.456E-03,+0.0E+00,+33.473E-03
+462.683675E+00,+0.0E+00,+669.456E-03,+2.678E-03,-33.473E-03
+462.691425E+00,+0.0E+00,+702.929E-03,-1.339E-03,-33.473E-03
+462.699175E+00,-0.0E+00,+635.983E-03,-0.0E+00,-33.473E-03
+462.706925E+00,-66.946E-03,+736.402E-03,-1.339E-03,+0.0E+00
+462.714675E+00,-66.946E-03,+669.456E-03,-1.339E-03,+0.0E+00
+462.722425E+00,+0.0E+00,+702.929E-03,-1.339E-03,+33.473E-03
+462.730175E+00,-0.0E+00,+702.929E-03,-1.339E-03,-33.473E-03
+462.737925E+00,-66.946E-03,+669.456E-03,+669E-06,-0.0E+00
+462.745675E+00,+0.0E+00,+669.456E-03,+0.0E+00,-33.473E-03
+462.753426E+00,+0.0E+00,+702.929E-03,+0.0E+00,-33.473E-03
+462.761176E+00,+0.0E+00,+669.456E-03,-0.0E+00,-33.473E-03
+462.768926E+00,+66.946E-03,+736.402E-03,-1.339E-03,-33.473E-03
+462.776676E+00,+0.0E+00,+669.456E-03,+1.339E-03,-0.0E+00
+462.784426E+00,-0.0E+00,+702.929E-03,+669E-06,-33.473E-03
+462.792176E+00,-66.946E-03,+669.456E-03,+669E-06,-33.473E-03
+462.799926E+00,-66.946E-03,+669.456E-03,+2.008E-03,+0.0E+00
+462.807676E+00,-0.0E+00,+635.983E-03,-1.339E-03,+0.0E+00
+462.815426E+00,-66.946E-03,+669.456E-03,+2.008E-03,-0.0E+00
+462.823176E+00,+0.0E+00,+669.456E-03,-1.339E-03,-33.473E-03
+462.830926E+00,+0.0E+00,+669.456E-03,+2.008E-03,-33.473E-03
+462.838676E+00,+0.0E+00,+702.929E-03,-1.339E-03,-66.946E-03
+462.846426E+00,+0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+462.854176E+00,-0.0E+00,+635.983E-03,-1.339E-03,+0.0E+00
+462.861926E+00,-66.946E-03,+669.456E-03,-0.0E+00,+0.0E+00
+462.869676E+00,-66.946E-03,+702.929E-03,-1.339E-03,+0.0E+00
+462.877426E+00,+0.0E+00,+669.456E-03,+669E-06,+0.0E+00
+462.885176E+00,+0.0E+00,+702.929E-03,-669E-06,-0.0E+00
+462.892926E+00,+0.0E+00,+702.929E-03,+2.678E-03,-33.473E-03
+462.900676E+00,+0.0E+00,+669.456E-03,-1.339E-03,-0.0E+00
+462.908426E+00,+0.0E+00,+635.983E-03,+669E-06,-33.473E-03
+462.916176E+00,-0.0E+00,+669.456E-03,+0.0E+00,-33.473E-03
+462.923926E+00,-66.946E-03,+669.456E-03,+669E-06,+0.0E+00
+462.931676E+00,-66.946E-03,+702.929E-03,+0.0E+00,+0.0E+00
+462.939426E+00,+0.0E+00,+702.929E-03,+1.339E-03,-0.0E+00
+462.947176E+00,-0.0E+00,+702.929E-03,-669E-06,-33.473E-03
+462.954926E+00,-66.946E-03,+669.456E-03,+0.0E+00,+0.0E+00
+462.962676E+00,+0.0E+00,+702.929E-03,+0.0E+00,+0.0E+00
+462.970426E+00,+0.0E+00,+736.402E-03,+669E-06,-0.0E+00
+462.978176E+00,+0.0E+00,+635.983E-03,-669E-06,-33.473E-03
+462.985926E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+462.993676E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+463.001426E+00,+0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+463.009176E+00,+0.0E+00,+669.456E-03,-0.0E+00,+0.0E+00
+463.016926E+00,-0.0E+00,+635.983E-03,-2.008E-03,+0.0E+00
+463.024676E+00,-66.946E-03,+669.456E-03,-3.347E-03,+33.473E-03
+463.032426E+00,+0.0E+00,+736.402E-03,-669E-06,+0.0E+00
+463.040176E+00,+0.0E+00,+702.929E-03,-1.339E-03,-0.0E+00
+463.047926E+00,+0.0E+00,+702.929E-03,-669E-06,-33.473E-03
+463.055676E+00,-0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+463.063426E+00,-66.946E-03,+669.456E-03,+2.008E-03,+33.473E-03
+463.071176E+00,+0.0E+00,+702.929E-03,+669E-06,+0.0E+00
+463.078926E+00,+0.0E+00,+669.456E-03,+0.0E+00,-0.0E+00
+463.086676E+00,+0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+463.094426E+00,+0.0E+00,+702.929E-03,+1.339E-03,+0.0E+00
+463.102176E+00,+0.0E+00,+736.402E-03,-669E-06,-0.0E+00
+463.109926E+00,+0.0E+00,+669.456E-03,+0.0E+00,-33.473E-03
+463.117676E+00,-0.0E+00,+669.456E-03,+0.0E+00,-33.473E-03
+463.125426E+00,-66.946E-03,+669.456E-03,-0.0E+00,+0.0E+00
+463.133176E+00,+0.0E+00,+669.456E-03,-2.008E-03,-0.0E+00
+463.140926E+00,-0.0E+00,+702.929E-03,-1.339E-03,-33.473E-03
+463.148676E+00,-66.946E-03,+702.929E-03,-669E-06,+0.0E+00
+463.156426E+00,+0.0E+00,+635.983E-03,+1.339E-03,-0.0E+00
+463.164176E+00,+0.0E+00,+702.929E-03,-0.0E+00,-33.473E-03
+463.171926E+00,-0.0E+00,+669.456E-03,-1.339E-03,-0.0E+00
+463.179676E+00,-66.946E-03,+669.456E-03,+669E-06,-33.473E-03
+463.187426E+00,+0.0E+00,+669.456E-03,-1.339E-03,+33.473E-03
+463.195176E+00,+0.0E+00,+736.402E-03,-0.0E+00,-0.0E+00
+463.202926E+00,+0.0E+00,+669.456E-03,-1.339E-03,-33.473E-03
+463.210676E+00,-0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+463.218426E+00,-66.946E-03,+669.456E-03,+0.0E+00,+0.0E+00
+463.226176E+00,+0.0E+00,+669.456E-03,+0.0E+00,+0.0E+00
+463.233926E+00,+0.0E+00,+736.402E-03,+2.678E-03,+0.0E+00
+463.241676E+00,+0.0E+00,+669.456E-03,-669E-06,-0.0E+00
+463.249426E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+463.257177E+00,+0.0E+00,+702.929E-03,-0.0E+00,+0.0E+00
+463.264927E+00,+0.0E+00,+669.456E-03,-1.339E-03,+33.473E-03
+463.272677E+00,-0.0E+00,+736.402E-03,+0.0E+00,-33.473E-03
+463.280427E+00,-66.946E-03,+702.929E-03,+0.0E+00,+0.0E+00
+463.288177E+00,+0.0E+00,+669.456E-03,-0.0E+00,-0.0E+00
+463.295927E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+463.303677E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+463.311427E+00,-0.0E+00,+736.402E-03,+0.0E+00,+0.0E+00
+463.319177E+00,-66.946E-03,+669.456E-03,+669E-06,+0.0E+00
+463.326927E+00,+0.0E+00,+669.456E-03,+1.339E-03,+0.0E+00
+463.334677E+00,+0.0E+00,+669.456E-03,-1.339E-03,-0.0E+00
+463.342427E+00,+0.0E+00,+702.929E-03,-669E-06,-33.473E-03
+463.350177E+00,+0.0E+00,+702.929E-03,-1.339E-03,+0.0E+00
+463.357927E+00,-0.0E+00,+669.456E-03,+1.339E-03,+0.0E+00
+463.365677E+00,-66.946E-03,+669.456E-03,-669E-06,+0.0E+00
+463.373427E+00,-66.946E-03,+702.929E-03,-669E-06,-0.0E+00
+463.381177E+00,-0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+463.388927E+00,-66.946E-03,+669.456E-03,-2.008E-03,-0.0E+00
+463.396677E+00,-66.946E-03,+669.456E-03,+0.0E+00,-33.473E-03
+463.404427E+00,+0.0E+00,+669.456E-03,+1.339E-03,+0.0E+00
+463.412177E+00,+0.0E+00,+736.402E-03,-2.008E-03,-0.0E+00
+463.419927E+00,+0.0E+00,+635.983E-03,-0.0E+00,-33.473E-03
+463.427677E+00,+0.0E+00,+736.402E-03,-2.678E-03,+0.0E+00
+463.435427E+00,+0.0E+00,+669.456E-03,+669E-06,+0.0E+00
+463.443177E+00,+0.0E+00,+669.456E-03,-0.0E+00,-0.0E+00
+463.450927E+00,+0.0E+00,+669.456E-03,-5.356E-03,-33.473E-03
+463.458677E+00,+0.0E+00,+669.456E-03,+2.008E-03,-33.473E-03
+463.466427E+00,+0.0E+00,+702.929E-03,-669E-06,+0.0E+00
+463.474177E+00,+0.0E+00,+669.456E-03,+669E-06,-0.0E+00
+463.481927E+00,+0.0E+00,+669.456E-03,-1.339E-03,-33.473E-03
+463.489677E+00,+0.0E+00,+669.456E-03,+0.0E+00,-0.0E+00
+463.497427E+00,-0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+463.505177E+00,-66.946E-03,+702.929E-03,+0.0E+00,+0.0E+00
+463.512927E+00,-0.0E+00,+635.983E-03,+669E-06,+0.0E+00
+463.520677E+00,-66.946E-03,+669.456E-03,-1.339E-03,+0.0E+00
+463.528427E+00,+0.0E+00,+702.929E-03,-2.008E-03,+0.0E+00
+463.536177E+00,+0.0E+00,+702.929E-03,-669E-06,+0.0E+00
+463.543927E+00,+0.0E+00,+702.929E-03,+669E-06,-0.0E+00
+463.551677E+00,+0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+463.559427E+00,-0.0E+00,+702.929E-03,+1.339E-03,-33.473E-03
+463.567177E+00,-66.946E-03,+702.929E-03,-669E-06,+0.0E+00
+463.574927E+00,+0.0E+00,+669.456E-03,-2.008E-03,+0.0E+00
+463.582677E+00,-0.0E+00,+669.456E-03,-0.0E+00,+0.0E+00
+463.590427E+00,-66.946E-03,+669.456E-03,-669E-06,+33.473E-03
+463.598177E+00,+0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+463.605927E+00,+0.0E+00,+669.456E-03,-0.0E+00,-33.473E-03
+463.613677E+00,+0.0E+00,+635.983E-03,-669E-06,-33.473E-03
+463.621427E+00,+66.946E-03,+669.456E-03,-2.008E-03,-33.473E-03
+463.629177E+00,+0.0E+00,+669.456E-03,-0.0E+00,+33.473E-03
+463.636927E+00,-0.0E+00,+669.456E-03,-1.339E-03,+0.0E+00
+463.644677E+00,-66.946E-03,+702.929E-03,-0.0E+00,+0.0E+00
+463.652427E+00,-66.946E-03,+669.456E-03,-669E-06,+0.0E+00
+463.660177E+00,-0.0E+00,+702.929E-03,-669E-06,+0.0E+00
+463.667927E+00,-66.946E-03,+669.456E-03,-669E-06,+33.473E-03
+463.675677E+00,-0.0E+00,+669.456E-03,+0.0E+00,+0.0E+00
+463.683427E+00,-66.946E-03,+702.929E-03,+1.339E-03,-0.0E+00
+463.691177E+00,-66.946E-03,+669.456E-03,+669E-06,-33.473E-03
+463.698927E+00,-0.0E+00,+669.456E-03,+1.339E-03,-33.473E-03
+463.706677E+00,-66.946E-03,+669.456E-03,+0.0E+00,+0.0E+00
+463.714427E+00,+0.0E+00,+669.456E-03,+0.0E+00,+0.0E+00
+463.722177E+00,+0.0E+00,+669.456E-03,+1.339E-03,+0.0E+00
+463.729927E+00,+0.0E+00,+736.402E-03,+669E-06,+33.473E-03
+463.737677E+00,+0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+463.745427E+00,+0.0E+00,+669.456E-03,-669E-06,-0.0E+00
+463.753178E+00,+0.0E+00,+635.983E-03,-1.339E-03,-33.473E-03
+463.760928E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+463.768678E+00,+0.0E+00,+736.402E-03,+1.339E-03,-33.473E-03
+463.776428E+00,+0.0E+00,+702.929E-03,+669E-06,-33.473E-03
+463.784178E+00,+0.0E+00,+669.456E-03,-0.0E+00,-33.473E-03
+463.791928E+00,-0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+463.799678E+00,-66.946E-03,+669.456E-03,-669E-06,-33.473E-03
+463.807428E+00,-66.946E-03,+669.456E-03,-0.0E+00,-0.0E+00
+463.815178E+00,-66.946E-03,+669.456E-03,-669E-06,-33.473E-03
+463.822928E+00,+0.0E+00,+702.929E-03,+669E-06,+33.473E-03
+463.830678E+00,+0.0E+00,+669.456E-03,+669E-06,-0.0E+00
+463.838428E+00,-0.0E+00,+635.983E-03,-2.678E-03,-33.473E-03
+463.846178E+00,-66.946E-03,+669.456E-03,+669E-06,+0.0E+00
+463.853928E+00,+0.0E+00,+702.929E-03,-669E-06,-0.0E+00
+463.861678E+00,-0.0E+00,+736.402E-03,+0.0E+00,-33.473E-03
+463.869428E+00,-66.946E-03,+669.456E-03,+669E-06,-0.0E+00
+463.877178E+00,+0.0E+00,+669.456E-03,-1.339E-03,-33.473E-03
+463.884928E+00,+0.0E+00,+635.983E-03,-1.339E-03,+0.0E+00
+463.892678E+00,+0.0E+00,+669.456E-03,+1.339E-03,+0.0E+00
+463.900428E+00,+0.0E+00,+736.402E-03,-1.339E-03,+0.0E+00
+463.908178E+00,+0.0E+00,+669.456E-03,-0.0E+00,-0.0E+00
+463.915928E+00,+0.0E+00,+736.402E-03,-669E-06,-33.473E-03
+463.923678E+00,+0.0E+00,+736.402E-03,-1.339E-03,+0.0E+00
+463.931428E+00,+0.0E+00,+702.929E-03,-669E-06,+0.0E+00
+463.939178E+00,-0.0E+00,+702.929E-03,-2.008E-03,+0.0E+00
+463.946928E+00,-66.946E-03,+669.456E-03,+0.0E+00,+33.473E-03
+463.954678E+00,-0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+463.962428E+00,-66.946E-03,+669.456E-03,-2.008E-03,+33.473E-03
+463.970178E+00,-66.946E-03,+669.456E-03,+2.008E-03,-0.0E+00
+463.977928E+00,-0.0E+00,+669.456E-03,+0.0E+00,-33.473E-03
+463.985678E+00,-66.946E-03,+669.456E-03,-0.0E+00,+33.473E-03
+463.993428E+00,-66.946E-03,+669.456E-03,-1.339E-03,-0.0E+00
+464.001178E+00,+0.0E+00,+669.456E-03,+2.008E-03,-33.473E-03
+464.008928E+00,+0.0E+00,+736.402E-03,-1.339E-03,-0.0E+00
+464.016678E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+464.024428E+00,+0.0E+00,+702.929E-03,-2.008E-03,-33.473E-03
+464.032178E+00,-0.0E+00,+669.456E-03,-4.017E-03,+0.0E+00
+464.039928E+00,-66.946E-03,+702.929E-03,+1.339E-03,+0.0E+00
+464.047678E+00,+0.0E+00,+669.456E-03,+0.0E+00,+0.0E+00
+464.055428E+00,+0.0E+00,+702.929E-03,+1.339E-03,+33.473E-03
+464.063178E+00,-0.0E+00,+669.456E-03,-1.339E-03,+0.0E+00
+464.070928E+00,-66.946E-03,+669.456E-03,+669E-06,+33.473E-03
+464.078678E+00,-0.0E+00,+669.456E-03,-1.339E-03,-33.473E-03
+464.086428E+00,-66.946E-03,+669.456E-03,+2.008E-03,-33.473E-03
+464.094178E+00,-0.0E+00,+702.929E-03,-4.017E-03,+0.0E+00
+464.101928E+00,-66.946E-03,+635.983E-03,+0.0E+00,+0.0E+00
+464.109678E+00,+0.0E+00,+669.456E-03,+669E-06,-0.0E+00
+464.117428E+00,+0.0E+00,+736.402E-03,+669E-06,-33.473E-03
+464.125178E+00,+0.0E+00,+669.456E-03,-0.0E+00,-0.0E+00
+464.132928E+00,+0.0E+00,+669.456E-03,-1.339E-03,-66.946E-03
+464.140678E+00,+0.0E+00,+702.929E-03,-669E-06,-0.0E+00
+464.148428E+00,+0.0E+00,+669.456E-03,-0.0E+00,-33.473E-03
+464.156178E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+464.163928E+00,-0.0E+00,+702.929E-03,-2.008E-03,-33.473E-03
+464.171678E+00,-66.946E-03,+669.456E-03,+669E-06,+0.0E+00
+464.179428E+00,-0.0E+00,+669.456E-03,-0.0E+00,-0.0E+00
+464.187178E+00,-66.946E-03,+702.929E-03,-2.008E-03,-33.473E-03
+464.194928E+00,+0.0E+00,+669.456E-03,-1.339E-03,-33.473E-03
+464.202678E+00,+0.0E+00,+702.929E-03,+669E-06,-0.0E+00
+464.210428E+00,-0.0E+00,+669.456E-03,-2.008E-03,-33.473E-03
+464.218178E+00,-66.946E-03,+702.929E-03,-1.339E-03,-33.473E-03
+464.225928E+00,+0.0E+00,+702.929E-03,+669E-06,-33.473E-03
+464.233678E+00,+0.0E+00,+702.929E-03,-1.339E-03,+0.0E+00
+464.241428E+00,+0.0E+00,+635.983E-03,+1.339E-03,+33.473E-03
+464.249178E+00,+0.0E+00,+669.456E-03,+0.0E+00,+0.0E+00
+464.256929E+00,-0.0E+00,+702.929E-03,+669E-06,+0.0E+00
+464.264679E+00,-66.946E-03,+669.456E-03,-669E-06,-0.0E+00
+464.272429E+00,+0.0E+00,+669.456E-03,+0.0E+00,-33.473E-03
+464.280179E+00,+0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+464.287929E+00,-0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+464.295679E+00,-66.946E-03,+669.456E-03,+2.008E-03,-0.0E+00
+464.303429E+00,+0.0E+00,+702.929E-03,-669E-06,-33.473E-03
+464.311179E+00,+0.0E+00,+669.456E-03,-669E-06,+33.473E-03
+464.318929E+00,+0.0E+00,+669.456E-03,+1.339E-03,-33.473E-03
+464.326679E+00,+0.0E+00,+669.456E-03,-0.0E+00,+0.0E+00
+464.334429E+00,+0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+464.342179E+00,-0.0E+00,+669.456E-03,+669E-06,+0.0E+00
+464.349929E+00,-66.946E-03,+669.456E-03,-669E-06,+0.0E+00
+464.357679E+00,+0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+464.365429E+00,-0.0E+00,+669.456E-03,-669E-06,+33.473E-03
+464.373179E+00,-66.946E-03,+669.456E-03,+1.339E-03,-33.473E-03
+464.380929E+00,-66.946E-03,+669.456E-03,-669E-06,-0.0E+00
+464.388679E+00,+0.0E+00,+736.402E-03,-669E-06,-33.473E-03
+464.396429E+00,+0.0E+00,+669.456E-03,-2.678E-03,-0.0E+00
+464.404179E+00,+0.0E+00,+669.456E-03,-2.008E-03,-33.473E-03
+464.411929E+00,+0.0E+00,+669.456E-03,+669E-06,-0.0E+00
+464.419679E+00,+0.0E+00,+669.456E-03,-0.0E+00,-33.473E-03
+464.427429E+00,-0.0E+00,+669.456E-03,-2.008E-03,+0.0E+00
+464.435179E+00,-66.946E-03,+669.456E-03,-0.0E+00,-0.0E+00
+464.442929E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+464.450679E+00,+0.0E+00,+669.456E-03,-0.0E+00,-33.473E-03
+464.458429E+00,-0.0E+00,+702.929E-03,-1.339E-03,+0.0E+00
+464.466179E+00,-66.946E-03,+669.456E-03,-1.339E-03,-0.0E+00
+464.473929E+00,+0.0E+00,+736.402E-03,+669E-06,-33.473E-03
+464.481679E+00,+0.0E+00,+669.456E-03,+669E-06,-0.0E+00
+464.489429E+00,-0.0E+00,+702.929E-03,-669E-06,-33.473E-03
+464.497179E+00,-66.946E-03,+669.456E-03,+1.339E-03,+33.473E-03
+464.504929E+00,-0.0E+00,+669.456E-03,-2.008E-03,-33.473E-03
+464.512679E+00,-66.946E-03,+669.456E-03,-1.339E-03,-0.0E+00
+464.520429E+00,-0.0E+00,+669.456E-03,-0.0E+00,-66.946E-03
+464.528179E+00,-66.946E-03,+669.456E-03,-1.339E-03,-33.473E-03
+464.535929E+00,+0.0E+00,+669.456E-03,-2.008E-03,-0.0E+00
+464.543679E+00,+0.0E+00,+669.456E-03,-0.0E+00,-33.473E-03
+464.551429E+00,-0.0E+00,+702.929E-03,-2.008E-03,-0.0E+00
+464.559179E+00,-66.946E-03,+702.929E-03,+669E-06,-33.473E-03
+464.566929E+00,+0.0E+00,+669.456E-03,+0.0E+00,-0.0E+00
+464.574679E+00,+0.0E+00,+736.402E-03,+1.339E-03,-33.473E-03
+464.582429E+00,+0.0E+00,+669.456E-03,+669E-06,+0.0E+00
+464.590179E+00,+0.0E+00,+736.402E-03,-2.678E-03,+33.473E-03
+464.597929E+00,-0.0E+00,+669.456E-03,-669E-06,-0.0E+00
+464.605679E+00,-66.946E-03,+669.456E-03,-1.339E-03,-33.473E-03
+464.613429E+00,-66.946E-03,+669.456E-03,-1.339E-03,+0.0E+00
+464.621179E+00,-0.0E+00,+669.456E-03,-2.678E-03,+33.473E-03
+464.628929E+00,-66.946E-03,+669.456E-03,+669E-06,+0.0E+00
+464.636679E+00,+0.0E+00,+736.402E-03,+0.0E+00,+0.0E+00
+464.644429E+00,+0.0E+00,+669.456E-03,+1.339E-03,+33.473E-03
+464.652179E+00,-0.0E+00,+669.456E-03,+669E-06,+33.473E-03
+464.659929E+00,-66.946E-03,+702.929E-03,-1.339E-03,+0.0E+00
+464.667679E+00,-0.0E+00,+669.456E-03,-0.0E+00,+0.0E+00
+464.675429E+00,-66.946E-03,+669.456E-03,-669E-06,+33.473E-03
+464.683179E+00,+0.0E+00,+669.456E-03,+669E-06,+0.0E+00
+464.690929E+00,+0.0E+00,+669.456E-03,-1.339E-03,+0.0E+00
+464.698679E+00,+0.0E+00,+669.456E-03,-1.339E-03,+0.0E+00
+464.706429E+00,+0.0E+00,+736.402E-03,-2.008E-03,+0.0E+00
+464.714179E+00,+66.946E-03,+736.402E-03,-669E-06,-0.0E+00
+464.721929E+00,-0.0E+00,+669.456E-03,+1.339E-03,-33.473E-03
+464.729679E+00,-66.946E-03,+736.402E-03,-669E-06,+33.473E-03
+464.737429E+00,+66.946E-03,+669.456E-03,-2.678E-03,-0.0E+00
+464.745179E+00,+0.0E+00,+669.456E-03,+1.339E-03,-33.473E-03
+464.752930E+00,+0.0E+00,+669.456E-03,+669E-06,-33.473E-03
+464.760680E+00,+0.0E+00,+669.456E-03,-1.339E-03,+0.0E+00
+464.768430E+00,+0.0E+00,+669.456E-03,-2.008E-03,+0.0E+00
+464.776180E+00,-0.0E+00,+669.456E-03,+669E-06,+0.0E+00
+464.783930E+00,-66.946E-03,+669.456E-03,-0.0E+00,-0.0E+00
+464.791680E+00,+0.0E+00,+669.456E-03,-669E-06,-33.473E-03
+464.799430E+00,+0.0E+00,+702.929E-03,-0.0E+00,-33.473E-03
+464.807180E+00,-0.0E+00,+669.456E-03,-2.008E-03,-0.0E+00
+464.814930E+00,-66.946E-03,+669.456E-03,+2.008E-03,-33.473E-03
+464.822680E+00,-66.946E-03,+702.929E-03,-669E-06,+0.0E+00
+464.830430E+00,+0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+464.838180E+00,+0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+464.845930E+00,-0.0E+00,+669.456E-03,-669E-06,+0.0E+00
+464.853680E+00,-66.946E-03,+736.402E-03,+669E-06,+33.473E-03
+464.861430E+00,+0.0E+00,+635.983E-03,-669E-06,-0.0E+00
+464.869180E+00,+0.0E+00,+669.456E-03,-0.0E+00,-33.473E-03
+464.876930E+00,+0.0E+00,+702.929E-03,-4.017E-03,-0.0E+00
+464.884680E+00,+0.0E+00,+669.456E-03,+0.0E+00,-33.473E-03
+464.892430E+00,+0.0E+00,+702.929E-03,+2.008E-03,-33.473E-03
+464.900180E+00,-0.0E+00,+702.929E-03,-669E-06,+0.0E+00
+464.907930E+00,-66.946E-03,+669.456E-03,-1.339E-03,-0.0E+00
+464.915680E+00,-66.946E-03,+669.456E-03,+2.008E-03,-33.473E-03
+464.923430E+00,-0.0E+00,+702.929E-03,-2.008E-03,+33.473E-03
+464.931180E+00,-66.946E-03,+669.456E-03,-0.0E+00,+0.0E+00
+464.938930E+00,-66.946E-03,+669.456E-03,-2.008E-03,+0.0E+00
+464.946680E+00,+0.0E+00,+669.456E-03,+1.339E-03,-0.0E+00
+464.954430E+00,-0.0E+00,+736.402E-03,-2.008E-03,-33.473E-03
